order_id,quantity,unit_price,line_item,deal_size,order_date,status,quarter,month_num,year,product_id,customer_id
10367,45,100,4,Large,1/12/05 0:00,Resolved,1,1,2005,S18_2248,4
10379,27,49.3,1,Small,2/10/05 0:00,Shipped,1,2,2005,S18_2248,24
10407,42,72.65,1,Medium,4/22/05 0:00,On Hold,2,4,2005,S18_2248,62
10420,36,63.57,4,Small,5/29/05 0:00,In Process,2,5,2005,S18_2248,21
10104,29,100,12,Medium,1/31/03 0:00,Shipped,1,1,2003,S18_2319,24
10114,39,100,3,Medium,4/1/03 0:00,Shipped,2,4,2003,S18_2319,63
10127,45,100,14,Medium,6/3/03 0:00,Shipped,2,6,2003,S18_2319,75
10141,47,100,8,Medium,8/1/03 0:00,Shipped,3,8,2003,S18_2319,74
10151,49,100,6,Medium,9/21/03 0:00,Shipped,3,9,2003,S18_2319,61
10165,46,100,15,Medium,10/22/03 0:00,Shipped,4,10,2003,S18_2319,27
10175,48,100,4,Medium,11/6/03 0:00,Shipped,4,11,2003,S18_2319,50
10184,46,100,9,Medium,11/14/03 0:00,Shipped,4,11,2003,S18_2319,82
10195,35,100,9,Medium,11/25/03 0:00,Shipped,4,11,2003,S18_2319,48
10207,43,100,10,Medium,12/9/03 0:00,Shipped,4,12,2003,S18_2319,65
10229,26,100,4,Medium,3/11/04 0:00,Shipped,1,3,2004,S18_2319,40
10246,22,98.18,8,Small,5/5/04 0:00,Shipped,2,5,2004,S18_2319,24
10259,34,99.41,7,Medium,6/15/04 0:00,Shipped,2,6,2004,S18_2319,66
10271,50,100,8,Medium,7/20/04 0:00,Shipped,3,7,2004,S18_2319,40
10281,48,100,4,Medium,8/19/04 0:00,Shipped,3,8,2004,S18_2319,19
10292,41,100,11,Medium,9/8/04 0:00,Shipped,3,9,2004,S18_2319,1
10305,36,100,8,Medium,10/13/04 0:00,Shipped,4,10,2004,S18_2319,16
10313,29,100,2,Medium,10/22/04 0:00,Shipped,4,10,2004,S18_2319,32
10324,33,37.48,10,Small,11/5/04 0:00,Shipped,4,11,2004,S18_2319,12
10334,46,100,6,Medium,11/19/04 0:00,On Hold,4,11,2004,S18_2319,25
10349,38,100,7,Medium,12/1/04 0:00,Shipped,4,12,2004,S18_2319,75
10358,20,36.42,11,Small,12/10/04 0:00,Shipped,4,12,2004,S18_2319,24
10370,22,100,5,Medium,1/20/05 0:00,Shipped,1,1,2005,S18_2319,43
10383,27,100,11,Medium,2/22/05 0:00,Shipped,1,2,2005,S18_2319,24
10412,56,98.18,8,Medium,5/3/05 0:00,Shipped,2,5,2005,S18_2319,24
10425,38,99.41,7,Medium,5/31/05 0:00,In Process,2,5,2005,S18_2319,15
10101,25,100,4,Medium,1/9/03 0:00,Shipped,1,1,2003,S18_2325,73
10110,33,100,4,Medium,3/18/03 0:00,Shipped,1,3,2003,S18_2325,78
10124,42,100,3,Medium,5/21/03 0:00,Shipped,2,5,2003,S18_2325,85
10149,33,100,8,Medium,9/12/03 0:00,Shipped,3,9,2003,S18_2325,83
10162,38,100,6,Medium,10/18/03 0:00,Shipped,4,10,2003,S18_2325,5
10173,31,100,10,Medium,11/5/03 0:00,Shipped,4,11,2003,S18_2325,87
10182,20,100,7,Small,11/12/03 0:00,Shipped,4,11,2003,S18_2325,40
10193,44,100,11,Medium,11/21/03 0:00,Shipped,4,11,2003,S18_2325,88
10204,26,100,1,Medium,12/2/03 0:00,Shipped,4,12,2003,S18_2325,75
10214,27,100,4,Medium,1/26/04 0:00,Shipped,1,1,2004,S18_2325,26
10227,46,100,7,Large,3/2/04 0:00,Shipped,1,3,2004,S18_2325,31
10243,47,100,2,Medium,4/26/04 0:00,Shipped,2,4,2004,S18_2325,65
10280,37,100,13,Medium,8/17/04 0:00,Shipped,3,8,2004,S18_2325,37
10288,31,100,2,Medium,9/1/04 0:00,Shipped,3,9,2004,S18_2325,66
10304,24,100,17,Small,10/11/04 0:00,Shipped,4,10,2004,S18_2325,39
10312,31,100,14,Medium,10/21/04 0:00,Shipped,4,10,2004,S18_2325,40
10322,50,100,6,Large,11/4/04 0:00,Shipped,4,11,2004,S18_2325,41
10332,35,64.69,8,Small,11/17/04 0:00,Shipped,4,11,2004,S18_2325,78
10344,30,100,3,Medium,11/25/04 0:00,Shipped,4,11,2004,S18_2325,68
10356,29,100,3,Medium,12/9/04 0:00,Shipped,4,12,2004,S18_2325,3
10367,27,100,5,Medium,1/12/05 0:00,Resolved,1,1,2005,S18_2325,4
10380,40,100,10,Medium,2/16/05 0:00,Shipped,1,2,2005,S18_2325,24
10390,31,98.99,16,Medium,3/4/05 0:00,Shipped,1,3,2005,S18_2325,40
10409,6,100,2,Small,4/23/05 0:00,Shipped,2,4,2005,S18_2325,66
10420,45,100,2,Medium,5/29/05 0:00,In Process,2,5,2005,S18_2325,21
10103,22,54.09,2,Small,1/29/03 0:00,Shipped,1,1,2003,S18_2432,18
10114,45,68.67,6,Medium,4/1/03 0:00,Shipped,2,4,2003,S18_2432,63
10126,43,65.02,2,Small,5/28/03 0:00,Shipped,2,5,2003,S18_2432,26
10140,46,61.99,2,Small,7/24/03 0:00,Shipped,3,7,2003,S18_2432,6
10151,39,69.28,9,Small,9/21/03 0:00,Shipped,3,9,2003,S18_2432,61
10165,31,71.1,18,Small,10/22/03 0:00,Shipped,4,10,2003,S18_2432,27
10175,41,69.28,7,Small,11/6/03 0:00,Shipped,4,11,2003,S18_2432,50
10184,44,60.16,12,Small,11/14/03 0:00,Shipped,4,11,2003,S18_2432,82
10194,45,70.49,2,Medium,11/25/03 0:00,Shipped,4,11,2003,S18_2432,31
10207,37,69.89,13,Small,12/9/03 0:00,Shipped,4,12,2003,S18_2432,65
10217,35,61.38,2,Small,2/4/04 0:00,Shipped,1,2,2004,S18_2432,66
10229,28,59.55,7,Small,3/11/04 0:00,Shipped,1,3,2004,S18_2432,40
10246,30,61.99,11,Small,5/5/04 0:00,Shipped,2,5,2004,S18_2432,24
10259,30,49.22,10,Small,6/15/04 0:00,Shipped,2,6,2004,S18_2432,66
10271,25,69.28,11,Small,7/20/04 0:00,Shipped,3,7,2004,S18_2432,40
10281,29,57.73,7,Small,8/19/04 0:00,Shipped,3,8,2004,S18_2432,19
10291,26,57.73,2,Small,9/8/04 0:00,Shipped,3,9,2004,S18_2432,38
10305,41,53.48,11,Small,10/13/04 0:00,Shipped,4,10,2004,S18_2432,16
10313,34,52.87,5,Small,10/22/04 0:00,Shipped,4,10,2004,S18_2432,32
10322,35,61.21,11,Small,11/4/04 0:00,Shipped,4,11,2004,S18_2432,41
10334,34,61.38,1,Small,11/19/04 0:00,On Hold,4,11,2004,S18_2432,25
10347,50,100,8,Medium,11/29/04 0:00,Shipped,4,11,2004,S18_2432,11
10357,41,61.99,7,Small,12/10/04 0:00,Shipped,4,12,2004,S18_2432,40
10370,22,96.86,7,Small,1/20/05 0:00,Shipped,1,1,2005,S18_2432,43
10381,35,48.62,7,Small,2/17/05 0:00,Shipped,1,2,2005,S18_2432,5
10391,44,38.5,5,Small,3/9/05 0:00,Shipped,1,3,2005,S18_2432,43
10412,47,61.99,11,Small,5/3/05 0:00,Shipped,2,5,2005,S18_2432,24
10425,19,49.22,10,Small,5/31/05 0:00,In Process,2,5,2005,S18_2432,15
10106,34,90.39,2,Medium,2/17/03 0:00,Shipped,1,2,2003,S18_2581,87
10120,29,71.81,8,Small,4/29/03 0:00,Shipped,2,4,2003,S18_2581,11
10133,49,69.27,3,Medium,6/27/03 0:00,Shipped,2,6,2003,S18_2581,24
10145,30,85.32,14,Small,8/25/03 0:00,Shipped,3,8,2003,S18_2581,4
10168,21,70.96,9,Small,10/28/03 0:00,Shipped,4,10,2003,S18_2581,6
10210,50,76.88,7,Medium,1/12/04 0:00,Shipped,1,1,2004,S18_2581,45
10223,47,100,9,Medium,2/20/04 0:00,Shipped,1,2,2004,S18_2581,11
10235,24,76.03,3,Small,4/2/04 0:00,Shipped,2,4,2004,S18_2581,58
10250,27,98.84,4,Small,5/11/04 0:00,Shipped,2,5,2004,S18_2581,62
10263,33,86.17,10,Small,6/28/04 0:00,Shipped,2,6,2004,S18_2581,14
10275,35,90.39,9,Medium,7/23/04 0:00,Shipped,3,7,2004,S18_2581,15
10284,31,71.81,1,Small,8/21/04 0:00,Shipped,3,8,2004,S18_2581,86
10297,25,82.79,4,Small,9/16/04 0:00,Shipped,3,9,2004,S18_2581,76
10308,27,82.79,7,Small,10/15/04 0:00,Shipped,4,10,2004,S18_2581,48
10318,31,100,9,Medium,11/2/04 0:00,Shipped,4,11,2004,S18_2581,19
10327,45,100,8,Medium,11/10/04 0:00,Resolved,4,11,2004,S18_2581,49
10339,27,100,2,Small,11/23/04 0:00,Shipped,4,11,2004,S18_2581,36
10353,27,100,1,Medium,12/4/04 0:00,Shipped,4,12,2004,S18_2581,89
10374,42,69.27,2,Small,2/2/05 0:00,Shipped,1,2,2005,S18_2581,29
10386,21,74.77,18,Small,3/1/05 0:00,Resolved,1,3,2005,S18_2581,24
10398,34,76.88,15,Small,3/30/05 0:00,Shipped,1,3,2005,S18_2581,2
10401,42,76.03,3,Medium,4/3/05 0:00,On Hold,2,4,2005,S18_2581,13
10416,15,98.84,4,Small,5/10/05 0:00,Shipped,2,5,2005,S18_2581,71
10107,29,70.87,6,Small,2/24/03 0:00,Shipped,1,2,2003,S18_2625,1
10120,46,58.15,4,Small,4/29/03 0:00,Shipped,2,4,2003,S18_2625,11
10134,30,61.78,6,Small,7/1/03 0:00,Shipped,3,7,2003,S18_2625,3
10145,30,49.67,10,Small,8/25/03 0:00,Shipped,3,8,2003,S18_2625,4
10159,42,51.48,18,Small,10/10/03 0:00,Shipped,4,10,2003,S18_2625,5
10168,46,61.18,5,Small,10/28/03 0:00,Shipped,4,10,2003,S18_2625,6
10180,25,64.2,13,Small,11/11/03 0:00,Shipped,4,11,2003,S18_2625,7
10188,32,65.42,5,Small,11/18/03 0:00,Shipped,4,11,2003,S18_2625,8
10201,30,64.81,6,Small,12/1/03 0:00,Shipped,4,12,2003,S18_2625,9
10210,40,49.67,3,Small,1/12/04 0:00,Shipped,1,1,2004,S18_2625,45
10223,28,60.57,5,Small,2/20/04 0:00,Shipped,1,2,2004,S18_2625,11
10236,23,55.72,2,Small,4/3/04 0:00,Shipped,2,4,2004,S18_2625,46
10251,29,61.18,6,Small,5/18/04 0:00,Shipped,2,5,2004,S18_2625,13
10263,34,58.75,6,Small,6/28/04 0:00,Shipped,2,6,2004,S18_2625,14
10275,37,63.6,5,Small,7/23/04 0:00,Shipped,3,7,2004,S18_2625,15
10285,20,49.06,10,Small,8/27/04 0:00,Shipped,3,8,2004,S18_2625,16
10298,32,48.46,2,Small,9/27/04 0:00,Shipped,3,9,2004,S18_2625,47
10308,34,52.09,3,Small,10/15/04 0:00,Shipped,4,10,2004,S18_2625,48
10318,42,52.7,5,Small,11/2/04 0:00,Shipped,4,11,2004,S18_2625,19
10329,38,100,12,Medium,11/15/04 0:00,Shipped,4,11,2004,S18_2625,1
10339,30,62.16,1,Small,11/23/04 0:00,Shipped,4,11,2004,S18_2625,36
10362,23,49.67,3,Small,1/5/05 0:00,Shipped,1,1,2005,S18_2625,6
10374,22,53.3,4,Small,2/2/05 0:00,Shipped,1,2,2005,S18_2625,29
10389,39,100,5,Medium,3/3/05 0:00,Shipped,1,3,2005,S18_2625,38
10402,55,55.72,2,Medium,4/7/05 0:00,Shipped,2,4,2005,S18_2625,10
10417,36,61.18,6,Small,5/13/05 0:00,Disputed,2,5,2005,S18_2625,24
10101,26,100,1,Medium,1/9/03 0:00,Shipped,1,1,2003,S18_2795,73
10110,31,100,1,Medium,3/18/03 0:00,Shipped,1,3,2003,S18_2795,78
10125,34,100,2,Medium,5/21/03 0:00,Shipped,2,5,2003,S18_2795,11
10139,41,100,8,Large,7/16/03 0:00,Shipped,3,7,2003,S18_2795,21
10149,23,100,5,Medium,9/12/03 0:00,Shipped,3,9,2003,S18_2795,83
10162,48,100,3,Large,10/18/03 0:00,Shipped,4,10,2003,S18_2795,5
10173,22,100,7,Medium,11/5/03 0:00,Shipped,4,11,2003,S18_2795,87
10182,21,100,4,Medium,11/12/03 0:00,Shipped,4,11,2003,S18_2795,40
10193,22,100,8,Medium,11/21/03 0:00,Shipped,4,11,2003,S18_2795,88
10205,40,100,3,Large,12/3/03 0:00,Shipped,4,12,2003,S18_2795,24
10214,50,100,1,Large,1/26/04 0:00,Shipped,1,1,2004,S18_2795,26
10227,29,100,4,Medium,3/2/04 0:00,Shipped,1,3,2004,S18_2795,31
10244,43,100,8,Medium,4/29/04 0:00,Shipped,2,4,2004,S18_2795,24
10255,24,100,1,Medium,6/4/04 0:00,Shipped,2,6,2004,S18_2795,84
10280,22,100,10,Medium,8/17/04 0:00,Shipped,3,8,2004,S18_2795,37
10289,43,100,3,Large,9/3/04 0:00,Shipped,3,9,2004,S18_2795,8
10304,20,100,14,Medium,10/11/04 0:00,Shipped,4,10,2004,S18_2795,39
10312,25,100,11,Medium,10/21/04 0:00,Shipped,4,10,2004,S18_2795,40
10322,36,100,2,Medium,11/4/04 0:00,Shipped,4,11,2004,S18_2795,41
10332,24,52.67,1,Small,11/17/04 0:00,Shipped,4,11,2004,S18_2795,78
10347,21,100,6,Medium,11/29/04 0:00,Shipped,4,11,2004,S18_2795,11
10356,30,100,1,Medium,12/9/04 0:00,Shipped,4,12,2004,S18_2795,3
10367,32,94.79,7,Medium,1/12/05 0:00,Resolved,1,1,2005,S18_2795,4
10380,21,47.18,8,Small,2/16/05 0:00,Shipped,1,2,2005,S18_2795,24
10390,26,78.11,7,Small,3/4/05 0:00,Shipped,1,3,2005,S18_2795,40
10421,35,100,1,Medium,5/29/05 0:00,In Process,2,5,2005,S18_2795,40
10109,26,100,1,Medium,3/10/03 0:00,Shipped,1,3,2003,S18_2870,46
10123,46,100,3,Medium,5/20/03 0:00,Shipped,2,5,2003,S18_2870,47
10137,37,100,3,Medium,7/10/03 0:00,Shipped,3,7,2003,S18_2870,2
10148,27,100,10,Medium,9/11/03 0:00,Shipped,3,9,2003,S18_2870,43
10161,23,100,9,Medium,10/17/03 0:00,Shipped,4,10,2003,S18_2870,79
10172,39,100,7,Medium,11/5/03 0:00,Shipped,4,11,2003,S18_2870,14
10181,27,100,3,Medium,11/12/03 0:00,Shipped,4,11,2003,S18_2870,8
10192,38,100,8,Medium,11/20/03 0:00,Shipped,4,11,2003,S18_2870,41
10204,27,100,14,Medium,12/2/03 0:00,Shipped,4,12,2003,S18_2870,75
10212,40,100,7,Medium,1/16/04 0:00,Shipped,1,1,2004,S18_2870,24
10226,24,100,5,Medium,2/26/04 0:00,Shipped,1,2,2004,S18_2870,56
10241,44,100,12,Medium,4/13/04 0:00,Shipped,2,4,2004,S18_2870,84
10253,37,100,2,Medium,6/1/04 0:00,Cancelled,2,6,2004,S18_2870,23
10266,20,100,3,Small,7/6/04 0:00,Shipped,3,7,2004,S18_2870,71
10278,39,100,3,Medium,8/6/04 0:00,Shipped,3,8,2004,S18_2870,85
10287,44,100,1,Medium,8/30/04 0:00,Shipped,3,8,2004,S18_2870,70
10301,22,100,5,Medium,10/5/03 0:00,Shipped,4,10,2003,S18_2870,86
10311,43,100,10,Medium,10/16/04 0:00,Shipped,4,10,2004,S18_2870,24
10321,27,100,7,Small,11/4/04 0:00,Shipped,4,11,2004,S18_2870,22
10331,26,64.9,10,Small,11/17/04 0:00,Shipped,4,11,2004,S18_2870,46
10343,25,52.32,3,Small,11/24/04 0:00,Shipped,4,11,2004,S18_2870,2
10366,49,100,2,Medium,1/10/05 0:00,Shipped,1,1,2005,S18_2870,91
10379,29,100,5,Medium,2/10/05 0:00,Shipped,1,2,2005,S18_2870,24
10407,41,100,12,Medium,4/22/05 0:00,On Hold,2,4,2005,S18_2870,62
10419,55,100,2,Large,5/17/05 0:00,Shipped,2,5,2005,S18_2870,20
10103,27,83.07,12,Small,1/29/03 0:00,Shipped,1,1,2003,S18_2949,18
10112,23,100,2,Small,3/24/03 0:00,Shipped,1,3,2003,S18_2949,25
10126,31,90.17,12,Small,5/28/03 0:00,Shipped,2,5,2003,S18_2949,26
10139,46,100,1,Medium,7/16/03 0:00,Shipped,3,7,2003,S18_2949,21
10150,47,91.18,9,Medium,9/19/03 0:00,Shipped,3,9,2003,S18_2949,27
10163,31,100,2,Medium,10/20/03 0:00,Shipped,4,10,2003,S18_2949,28
10174,46,100,5,Medium,11/6/03 0:00,Shipped,4,11,2003,S18_2949,29
10183,37,89.15,9,Medium,11/13/03 0:00,Shipped,4,11,2003,S18_2949,30
10193,28,93.21,1,Small,11/21/03 0:00,Shipped,4,11,2003,S18_2949,88
10206,37,90.17,7,Medium,12/5/03 0:00,Shipped,4,12,2003,S18_2949,32
10215,49,100,4,Medium,1/29/04 0:00,Shipped,1,1,2004,S18_2949,33
10228,24,100,3,Small,3/10/04 0:00,Shipped,1,3,2004,S18_2949,34
10244,30,100,1,Medium,4/29/04 0:00,Shipped,2,4,2004,S18_2949,24
10257,50,88.14,1,Medium,6/14/04 0:00,Shipped,2,6,2004,S18_2949,62
10270,31,96.24,10,Small,7/19/04 0:00,Shipped,3,7,2004,S18_2949,21
10280,46,100,3,Medium,8/17/04 0:00,Shipped,3,8,2004,S18_2949,37
10291,47,100,12,Medium,9/8/04 0:00,Shipped,3,9,2004,S18_2949,38
10304,46,100,7,Medium,10/11/04 0:00,Shipped,4,10,2004,S18_2949,39
10312,37,100,4,Medium,10/21/04 0:00,Shipped,4,10,2004,S18_2949,40
10322,33,100,12,Medium,11/4/04 0:00,Shipped,4,11,2004,S18_2949,41
10333,31,90.17,5,Small,11/18/04 0:00,Shipped,4,11,2004,S18_2949,9
10347,48,100,9,Medium,11/29/04 0:00,Shipped,4,11,2004,S18_2949,11
10357,41,87.13,6,Medium,12/10/04 0:00,Shipped,4,12,2004,S18_2949,40
10369,42,100,1,Medium,1/20/05 0:00,Shipped,1,1,2005,S18_2949,42
10381,41,100,8,Medium,2/17/05 0:00,Shipped,1,2,2005,S18_2949,5
10391,32,45.25,6,Small,3/9/05 0:00,Shipped,1,3,2005,S18_2949,43
10423,10,88.14,1,Small,5/30/05 0:00,In Process,2,5,2005,S18_2949,57
10103,35,57.46,14,Small,1/29/03 0:00,Shipped,1,1,2003,S18_2957,18
10111,28,64.33,2,Small,3/25/03 0:00,Shipped,1,3,2003,S18_2957,9
10126,46,73.7,14,Medium,5/28/03 0:00,Shipped,2,5,2003,S18_2957,26
10139,20,71.2,3,Small,7/16/03 0:00,Shipped,3,7,2003,S18_2957,21
10150,30,49.97,11,Small,9/19/03 0:00,Shipped,3,9,2003,S18_2957,27
10163,48,69.96,4,Medium,10/20/03 0:00,Shipped,4,10,2003,S18_2957,28
10173,28,53.72,2,Small,11/5/03 0:00,Shipped,4,11,2003,S18_2957,87
10183,39,68.08,11,Small,11/13/03 0:00,Shipped,4,11,2003,S18_2957,30
10193,24,51.84,3,Small,11/21/03 0:00,Shipped,4,11,2003,S18_2957,88
10206,28,67.46,9,Small,12/5/03 0:00,Shipped,4,12,2003,S18_2957,32
10215,31,58.71,6,Small,1/29/04 0:00,Shipped,1,1,2004,S18_2957,33
10228,45,63.71,5,Small,3/10/04 0:00,Shipped,1,3,2004,S18_2957,34
10244,24,58.09,3,Small,4/29/04 0:00,Shipped,2,4,2004,S18_2957,24
10257,49,53.72,3,Small,6/14/04 0:00,Shipped,2,6,2004,S18_2957,62
10269,32,63.08,1,Small,7/16/04 0:00,Shipped,3,7,2004,S18_2957,20
10280,43,68.71,5,Small,8/17/04 0:00,Shipped,3,8,2004,S18_2957,37
10291,37,50.59,14,Small,9/8/04 0:00,Shipped,3,9,2004,S18_2957,38
10304,24,64.96,9,Small,10/11/04 0:00,Shipped,4,10,2004,S18_2957,39
10312,35,53.72,6,Small,10/21/04 0:00,Shipped,4,10,2004,S18_2957,40
10322,41,29.87,13,Small,11/4/04 0:00,Shipped,4,11,2004,S18_2957,41
10332,26,100,17,Small,11/17/04 0:00,Shipped,4,11,2004,S18_2957,78
10347,34,64.96,10,Small,11/29/04 0:00,Shipped,4,11,2004,S18_2957,11
10357,49,70.58,5,Medium,12/10/04 0:00,Shipped,4,12,2004,S18_2957,40
10369,28,44.21,6,Small,1/20/05 0:00,Shipped,1,1,2005,S18_2957,42
10381,40,68.08,4,Small,2/17/05 0:00,Shipped,1,2,2005,S18_2957,5
10392,37,59.96,3,Small,3/10/05 0:00,Shipped,1,3,2005,S18_2957,64
10423,31,53.72,3,Small,5/30/05 0:00,In Process,2,5,2005,S18_2957,57
10106,41,83.44,18,Medium,2/17/03 0:00,Shipped,1,2,2003,S18_3029,87
10119,21,89.46,9,Small,4/28/03 0:00,Shipped,2,4,2003,S18_3029,20
10130,40,96.34,2,Medium,6/16/03 0:00,Shipped,2,6,2003,S18_3029,92
10143,46,74.84,13,Medium,8/10/03 0:00,Shipped,3,8,2003,S18_3029,51
10155,44,79.14,11,Medium,10/6/03 0:00,Shipped,4,10,2003,S18_3029,17
10167,46,73.12,7,Medium,10/23/03 0:00,Cancelled,4,10,2003,S18_3029,38
10178,41,81.72,10,Medium,11/8/03 0:00,Shipped,4,11,2003,S18_3029,52
10186,32,89.46,7,Small,11/14/03 0:00,Shipped,4,11,2003,S18_3029,53
10197,46,87.74,4,Medium,11/26/03 0:00,Shipped,4,11,2003,S18_3029,54
10209,28,100,6,Small,1/9/04 0:00,Shipped,1,1,2004,S18_3029,55
10222,49,94.62,10,Medium,2/19/04 0:00,Shipped,1,2,2004,S18_3029,56
10248,21,73.98,1,Small,5/7/04 0:00,Cancelled,2,5,2004,S18_3029,1
10262,32,84.3,15,Small,6/24/04 0:00,Cancelled,2,6,2004,S18_3029,24
10273,34,98.06,2,Medium,7/21/04 0:00,Shipped,3,7,2004,S18_3029,57
10283,21,98.06,4,Small,8/20/04 0:00,Shipped,3,8,2004,S18_3029,58
10296,21,96.34,13,Small,9/15/04 0:00,Shipped,3,9,2004,S18_3029,90
10307,31,83.44,7,Small,10/14/04 0:00,Shipped,4,10,2004,S18_3029,30
10316,21,94.62,15,Small,11/1/04 0:00,Shipped,4,11,2004,S18_3029,60
10327,25,45.86,5,Small,11/10/04 0:00,Resolved,4,11,2004,S18_3029,49
10338,28,82.58,3,Small,11/22/04 0:00,Shipped,4,11,2004,S18_3029,91
10350,43,64.97,6,Small,12/2/04 0:00,Shipped,4,12,2004,S18_3029,24
10373,22,86.74,5,Small,1/31/05 0:00,Shipped,1,1,2005,S18_3029,61
10386,37,93.01,5,Medium,3/1/05 0:00,Resolved,1,3,2005,S18_3029,24
10398,28,72.26,18,Small,3/30/05 0:00,Shipped,1,3,2005,S18_3029,2
10400,30,74.84,7,Small,4/1/05 0:00,Shipped,2,4,2005,S18_3029,62
10414,44,73.98,1,Medium,5/6/05 0:00,On Hold,2,5,2005,S18_3029,59
10103,25,100,13,Small,1/29/03 0:00,Shipped,1,1,2003,S18_3136,18
10111,43,100,1,Medium,3/25/03 0:00,Shipped,1,3,2003,S18_3136,9
10126,30,97.39,13,Small,5/28/03 0:00,Shipped,2,5,2003,S18_3136,26
10139,20,90.06,2,Small,7/16/03 0:00,Shipped,3,7,2003,S18_3136,21
10150,26,100,10,Small,9/19/03 0:00,Shipped,3,9,2003,S18_3136,27
10163,40,100,3,Medium,10/20/03 0:00,Shipped,4,10,2003,S18_3136,28
10173,31,89.01,1,Small,11/5/03 0:00,Shipped,4,11,2003,S18_3136,87
10183,22,100,10,Small,11/13/03 0:00,Shipped,4,11,2003,S18_3136,30
10193,23,100,2,Small,11/21/03 0:00,Shipped,4,11,2003,S18_3136,88
10206,30,100,8,Medium,12/5/03 0:00,Shipped,4,12,2003,S18_3136,32
10215,49,100,5,Medium,1/29/04 0:00,Shipped,1,1,2004,S18_3136,33
10228,31,100,4,Medium,3/10/04 0:00,Shipped,1,3,2004,S18_3136,34
10244,29,100,2,Medium,4/29/04 0:00,Shipped,2,4,2004,S18_3136,24
10257,37,84.82,2,Medium,6/14/04 0:00,Shipped,2,6,2004,S18_3136,62
10270,38,100,11,Medium,7/19/04 0:00,Shipped,3,7,2004,S18_3136,21
10280,29,100,4,Medium,8/17/04 0:00,Shipped,3,8,2004,S18_3136,37
10291,23,100,13,Small,9/8/04 0:00,Shipped,3,9,2004,S18_3136,38
10304,26,85.87,8,Small,10/11/04 0:00,Shipped,4,10,2004,S18_3136,39
10312,38,100,5,Medium,10/21/04 0:00,Shipped,4,10,2004,S18_3136,40
10322,48,47.04,7,Small,11/4/04 0:00,Shipped,4,11,2004,S18_3136,41
10332,40,39.8,18,Small,11/17/04 0:00,Shipped,4,11,2004,S18_3136,78
10347,45,100,11,Medium,11/29/04 0:00,Shipped,4,11,2004,S18_3136,11
10357,44,100,4,Medium,12/10/04 0:00,Shipped,4,12,2004,S18_3136,40
10369,21,94.22,5,Small,1/20/05 0:00,Shipped,1,1,2005,S18_3136,42
10381,35,100,5,Medium,2/17/05 0:00,Shipped,1,2,2005,S18_3136,5
10392,29,86.92,2,Small,3/10/05 0:00,Shipped,1,3,2005,S18_3136,64
10423,21,84.82,2,Small,5/30/05 0:00,In Process,2,5,2005,S18_3136,57
10105,22,100,11,Medium,2/11/03 0:00,Shipped,1,2,2003,S18_3140,49
10117,26,100,5,Medium,4/16/03 0:00,Shipped,2,4,2003,S18_3140,27
10128,41,100,2,Medium,6/6/03 0:00,Shipped,2,6,2003,S18_3140,24
10142,47,100,8,Medium,8/8/03 0:00,Shipped,3,8,2003,S18_3140,40
10153,31,100,7,Medium,9/28/03 0:00,Shipped,3,9,2003,S18_3140,24
10166,43,100,2,Medium,10/21/03 0:00,Shipped,4,10,2003,S18_3140,22
10177,23,100,9,Medium,11/7/03 0:00,Shipped,4,11,2003,S18_3140,77
10185,28,100,9,Medium,11/14/03 0:00,Shipped,4,11,2003,S18_3140,51
10196,49,100,1,Medium,11/26/03 0:00,Shipped,4,11,2003,S18_3140,35
10208,24,100,9,Small,1/2/04 0:00,Shipped,1,1,2004,S18_3140,31
10221,33,100,3,Medium,2/18/04 0:00,Shipped,1,2,2004,S18_3140,57
10232,22,100,6,Medium,3/20/04 0:00,Shipped,1,3,2004,S18_3140,60
10248,32,100,12,Medium,5/7/04 0:00,Cancelled,2,5,2004,S18_3140,1
10273,40,100,13,Medium,7/21/04 0:00,Shipped,3,7,2004,S18_3140,57
10282,43,100,1,Medium,8/20/04 0:00,Shipped,3,8,2004,S18_3140,40
10293,24,100,4,Small,9/9/04 0:00,Shipped,3,9,2004,S18_3140,37
10306,32,100,9,Medium,10/14/04 0:00,Shipped,4,10,2004,S18_3140,78
10314,20,100,1,Small,10/22/04 0:00,Shipped,4,10,2004,S18_3140,79
10325,24,69.12,9,Small,11/5/04 0:00,Shipped,4,11,2004,S18_3140,18
10336,48,100,12,Medium,11/20/04 0:00,Shipped,4,11,2004,S18_3140,63
10350,44,100,1,Medium,12/2/04 0:00,Shipped,4,12,2004,S18_3140,24
10372,28,100,3,Medium,1/26/05 0:00,Shipped,1,1,2005,S18_3140,36
10383,24,61.52,9,Small,2/22/05 0:00,Shipped,1,2,2005,S18_3140,24
10396,33,100,2,Medium,3/23/05 0:00,Shipped,1,3,2005,S18_3140,40
10414,41,100,12,Medium,5/6/05 0:00,On Hold,2,5,2005,S18_3140,59
10104,23,100,13,Medium,1/31/03 0:00,Shipped,1,1,2003,S18_3232,24
10109,46,100,5,Large,3/10/03 0:00,Shipped,1,3,2003,S18_3232,46
10114,48,100,4,Large,4/1/03 0:00,Shipped,2,4,2003,S18_3232,63
10122,25,100,3,Medium,5/8/03 0:00,Shipped,2,5,2003,S18_3232,68
10127,22,100,15,Medium,6/3/03 0:00,Shipped,2,6,2003,S18_3232,75
